"Site","Channel","Date (UTC)","Value"
"SS16/1","T648 C1:TEMP","1504181125280","52.0"
"SS16/1","T648 C1:TEMP","1504183839680","54.0"
"SS16/1","T648 C1:TEMP","1504184942190","52.0"
"SS16/1","T648 C1:TEMP","1504188282980","50.0"
"SS16/1","T648 C1:TEMP","1504190402480","52.0"
"SS16/1","T648 C1:TEMP","1504198647380","54.0"
"SS16/1","T648 C1:TEMP","1504200985580","52.0"
"SS16/1","T648 C1:TEMP","1504203414680","50.0"
"SS16/1","T648 C1:TEMP","1504205463080","48.0"
"SS16/1","T648 C1:TEMP","1504207599680","46.0"
"SS16/1","T648 C1:TEMP","1504210461680","44.0"
"SS16/1","T648 C1:TEMP","1504214655680","42.0"
"SS16/1","T648 C1:TEMP","1504221678370","40.0"
"SS16/1","T648 C1:TEMP","1504234489870","38.0"
"SS16/1","T648 C1:TEMP","1504247668580","40.0"
"SS16/1","T648 C1:TEMP","1504252974080","42.0"
"SS16/1","T648 C1:TEMP","1504255170970","44.0"
"SS16/1","T648 C1:TEMP","1504255204280","42.0"
"SS16/1","T648 C1:TEMP","1504255209680","44.0"
"SS16/1","T648 C1:TEMP","1504256540780","46.0"
"SS16/1","T648 C1:TEMP","1504257376870","48.0"
"SS16/1","T648 C1:TEMP","1504258381280","50.0"
"SS16/1","T648 C1:TEMP","1504262271060","52.0"
"SS16/1","T648 C1:TEMP","1504262380880","50.0"
"SS16/1","T648 C1:TEMP","1504262405180","52.0"
"SS16/1","T648 C1:TEMP","1504271528480","54.0"
"SS16/1","T648 C1:TEMP","1504273368980","52.0"
"SS16/1","T648 C1:TEMP","1504276852880","50.0"
"SS16/1","T648 C1:TEMP","1504280745390","52.0"
"SS16/1","T648 C1:TEMP","1504284247280","50.0"
"SS16/1","T648 C1:TEMP","1504287329770","48.0"
"SS16/1","T648 C1:TEMP","1504287422480","50.0"
"SS16/1","T648 C1:TEMP","1504287450380","48.0"
"SS16/1","T648 C1:TEMP","1504287596180","50.0"
"SS16/1","T648 C1:TEMP","1504287642080","48.0"
"SS16/1","T648 C1:TEMP","1504288037190","50.0"
"SS16/1","T648 C1:TEMP","1504288122680","48.0"
"SS16/1","T648 C1:TEMP","1504288187480","50.0"
"SS16/1","T648 C1:TEMP","1504288391770","48.0"
"SS16/1","T648 C1:TEMP","1504288659980","50.0"
"SS16/1","T648 C1:TEMP","1504288690580","48.0"
"SS16/1","T648 C1:TEMP","1504294070780","46.0"
"SS16/1","T648 C1:TEMP","1504297079480","44.0"
"SS16/1","T648 C1:TEMP","1504297296380","46.0"
"SS16/1","T648 C1:TEMP","1504297425080","44.0"
"SS16/1","T648 C1:TEMP","1504301079080","42.0"
"SS16/1","T648 C1:TEMP","1504301183480","44.0"
"SS16/1","T648 C1:TEMP","1504301223080","42.0"
"SS16/1","T648 C1:TEMP","1504301368870","44.0"
"SS16/1","T648 C1:TEMP","1504301385080","42.0"
"SS16/1","T648 C1:TEMP","1504301492180","44.0"
"SS16/1","T648 C1:TEMP","1504301513780","42.0"
"SS16/1","T648 C1:TEMP","1504313904970","40.0"
"SS16/1","T648 C1:TEMP","1504324621280","38.0"
"SS16/1","T648 C1:TEMP","1504330226480","40.0"
"SS16/1","T648 C1:TEMP","1504335718270","42.0"
"SS16/1","T648 C1:TEMP","1504342177570","44.0"
"SS16/1","T648 C1:TEMP","1504342262190","42.0"
"SS16/1","T648 C1:TEMP","1504342283790","44.0"
"SS16/1","T648 C1:TEMP","1504342292780","42.0"
"SS16/1","T648 C1:TEMP","1504342315280","44.0"
"SS16/1","T648 C1:TEMP","1504344546380","46.0"
"SS16/1","T648 C1:TEMP","1504345700180","48.0"
"SS16/1","T648 C1:TEMP","1504346565080","50.0"
"SS16/1","T648 C1:TEMP","1504346587580","48.0"
"SS16/1","T648 C1:TEMP","1504346614570","50.0"
"SS16/1","T648 C1:TEMP","1504348092380","52.0"
"SS16/1","T648 C1:TEMP","1504350316280","54.0"
"SS16/1","T648 C1:TEMP","1504351987580","56.0"
"SS16/1","T648 C1:TEMP","1504354652480","58.0"
"SS16/1","T648 C1:TEMP","1504358756470","56.0"
"SS16/1","T648 C1:TEMP","1504374114980","54.0"
"SS16/1","T648 C1:TEMP","1504376117480","52.0"
"SS16/1","T648 C1:TEMP","1504378718480","50.0"
"SS16/1","T648 C1:TEMP","1504380966680","48.0"
"SS16/1","T648 C1:TEMP","1504380968480","50.0"
"SS16/1","T648 C1:TEMP","1504381015280","48.0"
"SS16/1","T648 C1:TEMP","1504381053970","50.0"
"SS16/1","T648 C1:TEMP","1504381065670","48.0"
"SS16/1","T648 C1:TEMP","1504381111590","50.0"
"SS16/1","T648 C1:TEMP","1504381215070","48.0"
"SS16/1","T648 C1:TEMP","1504383536180","46.0"
"SS16/1","T648 C1:TEMP","1504386515180","44.0"
"SS16/1","T648 C1:TEMP","1504390897270","42.0"
"SS16/1","T648 C1:TEMP","1504398906380","40.0"
"SS16/1","T648 C1:TEMP","1504399123280","42.0"
"SS16/1","T648 C1:TEMP","1504399152970","40.0"
"SS16/1","T648 C1:TEMP","1504399263670","42.0"
"SS16/1","T648 C1:TEMP","1504399277190","40.0"
"SS16/1","T648 C1:TEMP","1504412931080","42.0"
"SS16/1","T648 C1:TEMP","1504432428680","44.0"
"SS16/1","T648 C1:TEMP","1504432439480","42.0"
"SS16/1","T648 C1:TEMP","1504432815680","44.0"
"SS16/1","T648 C1:TEMP","1504432838180","42.0"
"SS16/1","T648 C1:TEMP","1504432851680","44.0"
"SS16/1","T648 C1:TEMP","1504432854380","42.0"
"SS16/1","T648 C1:TEMP","1504432907480","44.0"
"SS16/1","T648 C1:TEMP","1504432914680","42.0"
"SS16/1","T648 C1:TEMP","1504433069480","44.0"
"SS16/1","T648 C1:TEMP","1504433081170","42.0"
"SS16/1","T648 C1:TEMP","1504433134280","44.0"
"SS16/1","T648 C1:TEMP","1504433136980","42.0"
"SS16/1","T648 C1:TEMP","1504433274680","44.0"
"SS16/1","T648 C1:TEMP","1504433291790","42.0"
"SS16/1","T648 C1:TEMP","1504433299880","44.0"
"SS16/1","T648 C1:TEMP","1504433398880","42.0"
"SS16/1","T648 C1:TEMP","1504433426770","44.0"
"SS16/1","T648 C1:TEMP","1504433449280","42.0"
"SS16/1","T648 C1:TEMP","1504433459190","44.0"
"SS16/1","T648 C1:TEMP","1504433471780","42.0"
"SS16/1","T648 C1:TEMP","1504433523080","44.0"
"SS16/1","T648 C1:TEMP","1504433544670","42.0"
"SS16/1","T648 C1:TEMP","1504433550080","44.0"
"SS16/1","T648 C1:TEMP","1504433568070","42.0"
"SS16/1","T648 C1:TEMP","1504433614880","44.0"
"SS16/1","T648 C1:TEMP","1504433774170","42.0"
"SS16/1","T648 C1:TEMP","1504433811080","44.0"
"SS16/1","T648 C1:TEMP","1504434140480","42.0"
"SS16/1","T648 C1:TEMP","1504434145870","44.0"
"SS16/1","T648 C1:TEMP","1504449398180","46.0"
"SS16/1","T648 C1:TEMP","1504449443170","44.0"
"SS16/1","T648 C1:TEMP","1504450443980","46.0"
"SS16/1","T648 C1:TEMP","1504452891080","44.0"
"SS16/1","T648 C1:TEMP","1504457283080","46.0"
"SS16/1","T648 C1:TEMP","1504461599480","44.0"
"SS16/1","T648 C1:TEMP","1504470559880","46.0"
"SS16/1","T648 C1:TEMP","1504504207280","48.0"
"SS16/1","T648 C1:TEMP","1504509371470","46.0"
"SS16/1","T648 C1:TEMP","1504519023080","48.0"
"SS16/1","T648 C1:TEMP","1504521682580","50.0"
"SS16/1","T648 C1:TEMP","1504524000080","52.0"
"SS16/1","T648 C1:TEMP","1504546918580","50.0"
"SS16/1","T648 C1:TEMP","1504558485380","48.0"
"SS16/1","T648 C1:TEMP","1504564309290","46.0"
"SS16/1","T648 C1:TEMP","1504564928470","48.0"
"SS16/1","T648 C1:TEMP","1504565179590","46.0"
"SS16/1","T648 C1:TEMP","1504565938280","48.0"
"SS16/1","T648 C1:TEMP","1504566153380","46.0"
"SS16/1","T648 C1:TEMP","1504566472880","48.0"
"SS16/1","T648 C1:TEMP","1504578567080","46.0"
"SS16/1","T648 C1:TEMP","1504578634570","48.0"
"SS16/1","T648 C1:TEMP","1504584297380","46.0"
"SS16/1","T648 C1:TEMP","1504612875080","48.0"
"SS16/1","T648 C1:TEMP","1504620165970","46.0"
"SS16/1","T648 C1:TEMP","1504635319280","44.0"
"SS16/1","T648 C1:TEMP","1504641243080","46.0"
"SS16/1","T648 C1:TEMP","1504641768670","44.0"
"SS16/1","T648 C1:TEMP","1504653157280","42.0"
"SS16/1","T648 C1:TEMP","1504653836780","44.0"
"SS16/1","T648 C1:TEMP","1504653837680","42.0"
"SS16/1","T648 C1:TEMP","1504654455070","44.0"
"SS16/1","T648 C1:TEMP","1504654463180","42.0"
"SS16/1","T648 C1:TEMP","1504654545070","44.0"
"SS16/1","T648 C1:TEMP","1504654571180","42.0"
"SS16/1","T648 C1:TEMP","1504654637770","44.0"
"SS16/1","T648 C1:TEMP","1504654687280","42.0"
"SS16/1","T648 C1:TEMP","1504654707980","44.0"
"SS16/1","T648 C1:TEMP","1504654716080","42.0"
"SS16/1","T648 C1:TEMP","1504654722380","44.0"
"SS16/1","T648 C1:TEMP","1504657521380","42.0"
"SS16/1","T648 C1:TEMP","1504657548370","44.0"
"SS16/1","T648 C1:TEMP","1504657713080","42.0"
"SS16/1","T648 C1:TEMP","1504657740990","44.0"
"SS16/1","T648 C1:TEMP","1504657803980","42.0"
"SS16/1","T648 C1:TEMP","1504657821970","44.0"
"SS16/1","T648 C1:TEMP","1504657930870","42.0"
"SS16/1","T648 C1:TEMP","1504657965080","44.0"
"SS16/1","T648 C1:TEMP","1504657983080","42.0"
"SS16/1","T648 C1:TEMP","1504658007370","44.0"
"SS16/1","T648 C1:TEMP","1504658092880","42.0"
"SS16/1","T648 C1:TEMP","1504658127980","44.0"
"SS16/1","T648 C1:TEMP","1504658187380","42.0"
"SS16/1","T648 C1:TEMP","1504658206280","44.0"
"SS16/1","T648 C1:TEMP","1504658209870","42.0"
"SS16/1","T648 C1:TEMP","1504658221580","44.0"
"SS16/1","T648 C1:TEMP","1504658246780","42.0"
"SS16/1","T648 C1:TEMP","1504658271980","44.0"
"SS16/1","T648 C1:TEMP","1504667232370","42.0"
"SS16/1","T648 C1:TEMP","1504667242280","44.0"
"SS16/1","T648 C1:TEMP","1504667280970","42.0"
"SS16/1","T648 C1:TEMP","1504667341280","44.0"
"SS16/1","T648 C1:TEMP","1504667631070","42.0"
"SS16/1","T648 C1:TEMP","1504667703080","44.0"
"SS16/1","T648 C1:TEMP","1504667721980","42.0"
"SS16/1","T648 C1:TEMP","1504667732780","44.0"
"SS16/1","T648 C1:TEMP","1504667753480","42.0"
"SS16/1","T648 C1:TEMP","1504667769680","44.0"
"SS16/1","T648 C1:TEMP","1504667954180","42.0"
"SS16/1","T648 C1:TEMP","1504667964970","44.0"
"SS16/1","T648 C1:TEMP","1504675239680","42.0"
"SS16/1","T648 C1:TEMP","1504675245080","44.0"
"SS16/1","T648 C1:TEMP","1504675416980","42.0"
"SS16/1","T648 C1:TEMP","1504675474580","44.0"
"SS16/1","T648 C1:TEMP","1504675533080","42.0"
"SS16/1","T648 C1:TEMP","1504679077260","44.0"
"SS16/1","T648 C1:TEMP","1504679114170","42.0"
"SS16/1","T648 C1:TEMP","1504679326580","44.0"
"SS16/1","T648 C1:TEMP","1504679402180","42.0"
"SS16/1","T648 C1:TEMP","1504679572280","44.0"
"SS16/1","T648 C1:TEMP","1504679578580","42.0"
"SS16/1","T648 C1:TEMP","1504679778370","44.0"
"SS16/1","T648 C1:TEMP","1504679913380","42.0"
"SS16/1","T648 C1:TEMP","1504679945780","44.0"
"SS16/1","T648 C1:TEMP","1504680058290","42.0"
"SS16/1","T648 C1:TEMP","1504680085290","44.0"
"SS16/1","T648 C1:TEMP","1504680110480","42.0"
"SS16/1","T648 C1:TEMP","1504680177980","44.0"
"SS16/1","T648 C1:TEMP","1504680195970","42.0"
"SS16/1","T648 C1:TEMP","1504680204080","44.0"
"SS16/1","T648 C1:TEMP","1504680214880","42.0"
"SS16/1","T648 C1:TEMP","1504680254470","44.0"
"SS16/1","T648 C1:TEMP","1504680265280","42.0"
"SS16/1","T648 C1:TEMP","1504680288680","44.0"
"SS16/1","T648 C1:TEMP","1504680297680","42.0"
"SS16/1","T648 C1:TEMP","1504680314780","44.0"
"SS16/1","T648 C1:TEMP","1504680371480","42.0"
"SS16/1","T648 C1:TEMP","1504680376880","44.0"
"SS16/1","T648 C1:TEMP","1504680388580","42.0"
"SS16/1","T648 C1:TEMP","1504680467780","44.0"
"SS16/1","T648 C1:TEMP","1504680504680","42.0"
"SS16/1","T648 C1:TEMP","1504680520880","44.0"
"SS16/1","T648 C1:TEMP","1504680552380","42.0"
"SS16/1","T648 C1:TEMP","1504680662170","44.0"
"SS16/1","T648 C1:TEMP","1504680741380","42.0"
"SS16/1","T648 C1:TEMP","1504680771980","44.0"
"SS16/1","T648 C1:TEMP","1504680772880","42.0"
"SS16/1","T648 C1:TEMP","1504680796280","44.0"
"SS16/1","T648 C1:TEMP","1504680818780","42.0"
"SS16/1","T648 C1:TEMP","1504681023970","44.0"
"SS16/1","T648 C1:TEMP","1504681030270","42.0"
"SS16/1","T648 C1:TEMP","1504681127480","44.0"
"SS16/1","T648 C1:TEMP","1504681195880","42.0"
"SS16/1","T648 C1:TEMP","1504681313780","44.0"
"SS16/1","T648 C1:TEMP","1504681347070","42.0"
"SS16/1","T648 C1:TEMP","1504681559480","44.0"
"SS16/1","T648 C1:TEMP","1504681573890","42.0"
"SS16/1","T648 C1:TEMP","1504681639580","44.0"
"SS16/1","T648 C1:TEMP","1504681696280","42.0"
"SS16/1","T648 C1:TEMP","1504681873570","44.0"
"SS16/1","T648 C1:TEMP","1504685982080","42.0"
"SS16/1","T648 C1:TEMP","1504688775670","44.0"
"SS16/1","T648 C1:TEMP","1504692657380","42.0"
"SS16/1","T648 C1:TEMP","1504696745170","44.0"
"SS16/1","T648 C1:TEMP","1504697037680","42.0"
"SS16/1","T648 C1:TEMP","1504697070070","44.0"
"SS16/1","T648 C1:TEMP","1504698105980","42.0"
"SS16/1","T648 C1:TEMP","1504698157280","44.0"
"SS16/1","T648 C1:TEMP","1504698170780","42.0"
"SS16/1","T648 C1:TEMP","1504698258090","44.0"
"SS16/1","T648 C1:TEMP","1504718266880","42.0"
"SS16/1","T648 C1:TEMP","1504718340680","44.0"
"SS16/1","T648 C1:TEMP","1504718429770","42.0"
"SS16/1","T648 C1:TEMP","1504718456780","44.0"
"SS16/1","T648 C1:TEMP","1504718476570","42.0"
"SS16/1","T648 C1:TEMP","1504718483780","44.0"
"SS16/1","T648 C1:TEMP","1504718490080","42.0"
"SS16/1","T648 C1:TEMP","1504718577380","44.0"
"SS16/1","T648 C1:TEMP","1504718588180","42.0"
"SS16/1","T648 C1:TEMP","1504718598990","44.0"
"SS16/1","T648 C1:TEMP","1504718616070","42.0"
"SS16/1","T648 C1:TEMP","1504718664680","44.0"
"SS16/1","T648 C1:TEMP","1504718690780","42.0"
"SS16/1","T648 C1:TEMP","1504718692580","44.0"
"SS16/1","T648 C1:TEMP","1504718776290","42.0"
"SS16/1","T648 C1:TEMP","1504718845570","44.0"
"SS16/1","T648 C1:TEMP","1504722909970","42.0"
"SS16/1","T648 C1:TEMP","1504722972980","44.0"
"SS16/1","T648 C1:TEMP","1504722990080","42.0"
"SS16/1","T648 C1:TEMP","1504723057580","44.0"
"SS16/1","T648 C1:TEMP","1504723083680","42.0"
"SS16/1","T648 C1:TEMP","1504723209680","44.0"
"SS16/1","T648 C1:TEMP","1504723224080","42.0"
"SS16/1","T648 C1:TEMP","1504723342880","44.0"
"SS16/1","T648 C1:TEMP","1504723364490","42.0"
"SS16/1","T648 C1:TEMP","1504723956680","44.0"
"SS16/1","T648 C1:TEMP","1504723962080","42.0"
"SS16/1","T648 C1:TEMP","1504724125880","44.0"
"SS16/1","T648 C1:TEMP","1504724184370","42.0"
"SS16/1","T648 C1:TEMP","1504724196970","44.0"
"SS16/1","T648 C1:TEMP","1504724332880","42.0"
"SS16/1","T648 C1:TEMP","1504724358970","44.0"
"SS16/1","T648 C1:TEMP","1504724381480","42.0"
"SS16/1","T648 C1:TEMP","1504724385970","44.0"
"SS16/1","T648 C1:TEMP","1504724439090","42.0"
"SS16/1","T648 C1:TEMP","1504724547080","44.0"
"SS16/1","T648 C1:TEMP","1504724625380","42.0"
"SS16/1","T648 C1:TEMP","1504724699180","44.0"
"SS16/1","T648 C1:TEMP","1504724979080","42.0"
"SS16/1","T648 C1:TEMP","1504725070870","44.0"
"SS16/1","T648 C1:TEMP","1504725072690","42.0"
"SS16/1","T648 C1:TEMP","1504725344480","44.0"
"SS16/1","T648 C1:TEMP","1504725361570","42.0"
"SS16/1","T648 C1:TEMP","1504725504680","44.0"
"SS16/1","T648 C1:TEMP","1504725548780","42.0"
"SS16/1","T648 C1:TEMP","1504725567670","44.0"
"SS16/1","T648 C1:TEMP","1504725602770","42.0"
"SS16/1","T648 C1:TEMP","1504725635180","44.0"
"SS16/1","T648 C1:TEMP","1504725657680","42.0"
"SS16/1","T648 C1:TEMP","1504725741390","44.0"
"SS16/1","T648 C1:TEMP","1504731110790","46.0"
"SS16/1","T648 C1:TEMP","1504736894180","44.0"
"SS16/1","T648 C1:TEMP","1504748438480","42.0"
"SS16/1","T648 C1:TEMP","1504748572580","44.0"
"SS16/1","T648 C1:TEMP","1504748585180","42.0"
"SS16/1","T648 C1:TEMP","1504748606780","44.0"
"SS16/1","T648 C1:TEMP","1504748624780","42.0"
"SS16/1","T648 C1:TEMP","1504748740890","44.0"
"SS16/1","T648 C1:TEMP","1504748768770","42.0"
"SS16/1","T648 C1:TEMP","1504749093680","44.0"
"SS16/1","T648 C1:TEMP","1504749097280","42.0"
"SS16/1","T648 C1:TEMP","1504750658770","44.0"
"SS16/1","T648 C1:TEMP","1504750659680","42.0"
"SS16/1","T648 C1:TEMP","1504750974670","44.0"
"SS16/1","T648 C1:TEMP","1504750976480","42.0"
"SS16/1","T648 C1:TEMP","1504752812480","44.0"
"SS16/1","T648 C1:TEMP","1504752815170","42.0"
"SS16/1","T648 C1:TEMP","1504775327780","44.0"
"SS16/1","T648 C1:TEMP","1504775399780","42.0"
"SS16/1","T648 C1:TEMP","1504775448380","44.0"
"SS16/1","T648 C1:TEMP","1504775558190","42.0"
"SS16/1","T648 C1:TEMP","1504775610380","44.0"
"SS16/1","T648 C1:TEMP","1504775651780","42.0"
"SS16/1","T648 C1:TEMP","1504775685090","44.0"
"SS16/1","T648 C1:TEMP","1504775714770","42.0"
"SS16/1","T648 C1:TEMP","1504775749880","44.0"
"SS16/1","T648 C1:TEMP","1504778553380","46.0"
"SS16/1","T648 C1:TEMP","1504801018280","44.0"
"SS16/1","T648 C1:TEMP","1504815092490","46.0"
"SS16/1","T648 C1:TEMP","1504815200490","44.0"
"SS16/1","T648 C1:TEMP","1504816879880","46.0"
"SS16/1","T648 C1:TEMP","1504817736670","44.0"
"SS16/1","T648 C1:TEMP","1504819026380","46.0"
"SS16/1","T648 C1:TEMP","1504822692080","44.0"
"SS16/1","T648 C1:TEMP","1504826805080","46.0"
"SS16/1","T648 C1:TEMP","1504826823080","44.0"
"SS16/1","T648 C1:TEMP","1504827129980","46.0"
"SS16/1","T648 C1:TEMP","1504827264970","44.0"
"SS16/1","T648 C1:TEMP","1504827286570","46.0"
"SS16/1","T648 C1:TEMP","1504829436680","44.0"
"SS16/1","T648 C1:TEMP","1504832458880","42.0"
"SS16/1","T648 C1:TEMP","1504832475080","44.0"
"SS16/1","T648 C1:TEMP","1504832504780","42.0"
"SS16/1","T648 C1:TEMP","1504832527280","44.0"
"SS16/1","T648 C1:TEMP","1504832559680","42.0"
"SS16/1","T648 C1:TEMP","1504832611870","44.0"
"SS16/1","T648 C1:TEMP","1504832636170","42.0"
"SS16/1","T648 C1:TEMP","1504832694680","44.0"
"SS16/1","T648 C1:TEMP","1504832698280","42.0"
"SS16/1","T648 C1:TEMP","1504832718070","44.0"
"SS16/1","T648 C1:TEMP","1504832746890","42.0"
"SS16/1","T648 C1:TEMP","1504832823370","44.0"
"SS16/1","T648 C1:TEMP","1504832826070","42.0"
"SS16/1","T648 C1:TEMP","1504833154570","44.0"
"SS16/1","T648 C1:TEMP","1504833485770","42.0"
"SS16/1","T648 C1:TEMP","1504833489380","44.0"
"SS16/1","T648 C1:TEMP","1504833502880","42.0"
"SS16/1","T648 C1:TEMP","1504833531670","44.0"
"SS16/1","T648 C1:TEMP","1504833597380","42.0"
"SS16/1","T648 C1:TEMP","1504833634280","44.0"
"SS16/1","T648 C1:TEMP","1504833865580","42.0"
"SS16/1","T648 C1:TEMP","1504833899780","44.0"
"SS16/1","T648 C1:TEMP","1504834055480","42.0"
"SS16/1","T648 C1:TEMP","1504834078870","44.0"
"SS16/1","T648 C1:TEMP","1504834472180","42.0"
"SS16/1","T648 C1:TEMP","1504837350380","44.0"
"SS16/1","T648 C1:TEMP","1504837355780","42.0"
"SS16/1","T648 C1:TEMP","1504837664470","44.0"
"SS16/1","T648 C1:TEMP","1504837692380","42.0"
"SS16/1","T648 C1:TEMP","1504838096480","44.0"
"SS16/1","T648 C1:TEMP","1504838100080","42.0"
"SS16/1","T648 C1:TEMP","1504838443870","44.0"
"SS16/1","T648 C1:TEMP","1504838452880","42.0"
"SS16/1","T648 C1:TEMP","1504838471780","44.0"
"SS16/1","T648 C1:TEMP","1504838488880","42.0"
"SS16/1","T648 C1:TEMP","1504838593280","44.0"
"SS16/1","T648 C1:TEMP","1504838602280","42.0"
"SS16/1","T648 C1:TEMP","1504838683290","44.0"
"SS16/1","T648 C1:TEMP","1504838763370","42.0"
"SS16/1","T648 C1:TEMP","1504838824580","44.0"
"SS16/1","T648 C1:TEMP","1504838888470","42.0"
"SS16/1","T648 C1:TEMP","1504839023480","44.0"
"SS16/1","T648 C1:TEMP","1504858282580","42.0"
"SS16/1","T648 C1:TEMP","1504858296070","44.0"
"SS16/1","T648 C1:TEMP","1504862520680","46.0"
"SS16/1","T648 C1:TEMP","1504863882380","44.0"
"SS16/1","T648 C1:TEMP","1504866850570","46.0"
"SS16/1","T648 C1:TEMP","1504868045780","48.0"
"SS16/1","T648 C1:TEMP","1504875241270","46.0"
"SS16/1","T648 C1:TEMP","1504880211080","44.0"
"SS16/1","T648 C1:TEMP","1504883257580","46.0"
"SS16/1","T648 C1:TEMP","1504887582070","44.0"
"SS16/1","T648 C1:TEMP","1504890386480","46.0"
"SS16/1","T648 C1:TEMP","1504897571180","44.0"
"SS16/1","T648 C1:TEMP","1504901680580","42.0"
"SS16/1","T648 C1:TEMP","1504901714790","44.0"
"SS16/1","T648 C1:TEMP","1504901925380","42.0"
"SS16/1","T648 C1:TEMP","1504902046880","44.0"
"SS16/1","T648 C1:TEMP","1504902056770","42.0"
"SS16/1","T648 C1:TEMP","1504908994870","44.0"
"SS16/1","T648 C1:TEMP","1504909004780","42.0"
"SS16/1","T648 C1:TEMP","1504909115480","44.0"
"SS16/1","T648 C1:TEMP","1504920307870","42.0"
"SS16/1","T648 C1:TEMP","1504920371780","44.0"
"SS16/1","T648 C1:TEMP","1504921334780","42.0"
"SS16/1","T648 C1:TEMP","1504921465280","44.0"
"SS16/1","T648 C1:TEMP","1504921649780","42.0"
"SS16/1","T648 C1:TEMP","1504921712780","44.0"
"SS16/1","T648 C1:TEMP","1504922063780","42.0"
"SS16/1","T648 C1:TEMP","1504922150180","44.0"
"SS16/1","T648 C1:TEMP","1504922215890","42.0"
"SS16/1","T648 C1:TEMP","1504922819770","44.0"
"SS16/1","T648 C1:TEMP","1504922820690","42.0"
"SS16/1","T648 C1:TEMP","1504922834180","44.0"
"SS16/1","T648 C1:TEMP","1504922840470","42.0"
"SS16/1","T648 C1:TEMP","1504923395780","44.0"
"SS16/1","T648 C1:TEMP","1504923546980","42.0"
"SS16/1","T648 C1:TEMP","1504929428480","44.0"
"SS16/1","T648 C1:TEMP","1504929487880","42.0"
"SS16/1","T648 C1:TEMP","1504929729080","44.0"
"SS16/1","T648 C1:TEMP","1504929740780","42.0"
"SS16/1","T648 C1:TEMP","1504930280790","44.0"
"SS16/1","T648 C1:TEMP","1504937568080","42.0"
"SS16/1","T648 C1:TEMP","1504937587880","44.0"
"SS16/1","T648 C1:TEMP","1504937610370","42.0"
"SS16/1","T648 C1:TEMP","1504939991780","44.0"
"SS16/1","T648 C1:TEMP","1504940001680","42.0"
"SS16/1","T648 C1:TEMP","1504940148380","44.0"
"SS16/1","T648 C1:TEMP","1504940169080","42.0"
"SS16/1","T648 C1:TEMP","1504940202380","44.0"
"SS16/1","T648 C1:TEMP","1504940324770","42.0"
"SS16/1","T648 C1:TEMP","1504940444470","44.0"
"SS16/1","T648 C1:TEMP","1504940446270","42.0"
"SS16/1","T648 C1:TEMP","1504940898970","44.0"
"SS16/1","T648 C1:TEMP","1504941308470","42.0"
"SS16/1","T648 C1:TEMP","1504941319270","44.0"
"SS16/1","T648 C1:TEMP","1504943949080","42.0"
"SS16/1","T648 C1:TEMP","1504944030970","44.0"
"SS16/1","T648 C1:TEMP","1504944037270","42.0"
"SS16/1","T648 C1:TEMP","1504944346880","44.0"
"SS16/1","T648 C1:TEMP","1504944353180","42.0"
"SS16/1","T648 C1:TEMP","1504945976770","44.0"
"SS16/1","T648 C1:TEMP","1504946004680","42.0"
"SS16/1","T648 C1:TEMP","1504946060480","44.0"
"SS16/1","T648 C1:TEMP","1504946073970","42.0"
"SS16/1","T648 C1:TEMP","1504946108180","44.0"
"SS16/1","T648 C1:TEMP","1504946111780","42.0"
"SS16/1","T648 C1:TEMP","1504946170270","44.0"
"SS16/1","T648 C1:TEMP","1504952663770","46.0"
"SS16/1","T648 C1:TEMP","1504954168580","48.0"
"SS16/1","T648 C1:TEMP","1504977390380","46.0"
"SS16/1","T648 C1:TEMP","1504986379580","44.0"
"SS16/1","T648 C1:TEMP","1504990568180","42.0"
"SS16/1","T648 C1:TEMP","1504990596980","44.0"
"SS16/1","T648 C1:TEMP","1504990637490","42.0"
"SS16/1","T648 C1:TEMP","1504990835480","44.0"
"SS16/1","T648 C1:TEMP","1504990840880","42.0"
"SS16/1","T648 C1:TEMP","1504990904780","44.0"
"SS16/1","T648 C1:TEMP","1504990935390","42.0"
"SS16/1","T648 C1:TEMP","1504991023570","44.0"
"SS16/1","T648 C1:TEMP","1504991029880","42.0"
"SS16/1","T648 C1:TEMP","1504996840280","40.0"
"SS16/1","T648 C1:TEMP","1504997316380","42.0"
"SS16/1","T648 C1:TEMP","1504997474770","40.0"
"SS16/1","T648 C1:TEMP","1505010462680","42.0"
"SS16/1","T648 C1:TEMP","1505010523880","40.0"
"SS16/1","T648 C1:TEMP","1505010583270","42.0"
"SS16/1","T648 C1:TEMP","1505010947780","40.0"
"SS16/1","T648 C1:TEMP","1505013609080","42.0"
"SS16/1","T648 C1:TEMP","1505013620780","40.0"
"SS16/1","T648 C1:TEMP","1505013860180","42.0"
"SS16/1","T648 C1:TEMP","1505046732680","44.0"
"SS16/1","T648 C1:TEMP","1505046735380","42.0"
"SS16/1","T648 C1:TEMP","1505046997280","44.0"
"SS16/1","T648 C1:TEMP","1505046999080","42.0"
"SS16/1","T648 C1:TEMP","1505048115090","44.0"
"SS16/1","T648 C1:TEMP","1505048133080","42.0"
"SS16/1","T648 C1:TEMP","1505048213180","44.0"
"SS16/1","T648 C1:TEMP","1505048244680","42.0"
"SS16/1","T648 C1:TEMP","1505048252780","44.0"
"SS16/1","T648 C1:TEMP","1505048265380","42.0"
"SS16/1","T648 C1:TEMP","1505048276190","44.0"
"SS16/1","T648 C1:TEMP","1505048277080","42.0"
